n,teffect_true,teffect_slack_claimed,teffect_slack_claimed_round,true_teffect_lb,true_teffect_ub,slack_claimed_teffect_lb,slack_claimed_teffect_ub,slack_claimed_round_teffect_lb,slack_claimed_round_teffect_ub
36,-0.05,-0.025,0,-0.08191736404927331,0.001917364049273243,-0.04816366136293787,0.004318400330019446,-0.007277111597039676,0.0115147863283804
36,-0.05,-0.05,0,-0.08309605633320194,0.0010960563332019849,-0.08360535669415839,-0.010931262160377465,-0.007282358722524407,0.014423530476276387
36,-0.05,-0.075,0,-0.09234353436679568,-0.007656465633204303,-0.09064732390840878,-0.018533577305415008,-0.015744020823569196,0.009494085477058198
36,-0.05,-0.1,0,-0.054336936833610176,0.030336936833610155,-0.0911012918761642,-0.016240987786273565,-0.014007885322781456,0.010215900302249063
36,-0.075,-0.025,0,-0.12645676169723974,-0.043543238302760176,-0.03772302811832188,0.029931629044180612,-0.013528831887148707,0.00660247649612266
36,-0.075,-0.05,0,-0.10061615730839223,-0.017383842691607768,-0.056380683509338905,0.013472687619595247,0.0014342909512912588,0.01956438678237346
36,-0.075,-0.075,0,-0.07253378956071166,0.01053378956071161,-0.07373626967820202,-0.019096003976203098,-0.007098719589771895,0.013531029406774583
36,-0.075,-0.1,0,-0.09347446640991541,-0.01052553359008468,-0.0904123896839643,-0.05342134712152176,-0.009902090202356845,0.00529460219396251
36,-0.1,-0.025,0,-0.16541462719981564,-0.08458537280018431,-0.018961622447026732,0.036542045957052925,-0.002361168284946526,0.01261695427482393
36,-0.1,-0.05,0,-0.1527887171090557,-0.07121128289094428,-0.05378564948601999,-0.013176131755968334,-0.0076218875069560075,0.0017981012956636163
36,-0.1,-0.075,0,-0.14922493634586992,-0.06677506365413004,-0.09041491706829066,-0.039392655668543226,-0.013670197049375565,0.00617285013503029
36,-0.1,-0.1,0,-0.17222020884587796,-0.08977979115412205,-0.08380937675084012,-0.0462050786485219,-0.008889499446296339,0.008889100525940965
37,-0.025,-0.025,0,-0.07379914424206886,0.011799144242068918,-0.050444756951969066,0.015458454058384457,-0.018464855180193154,0.0011793523407383974
37,-0.025,-0.05,0,-0.09862328588822666,-0.013376714111773325,-0.06274502403865764,0.0046712987214165905,-0.01854633838966086,0.0020200180082818823
37,-0.025,-0.075,0,-0.07078944737081494,0.014789447370815001,-0.06419754338419419,-0.02473413296303745,-0.008093863695930539,0.012158491780524208
37,-0.025,-0.1,0,-0.07348457195406678,0.011484571954066838,-0.11507350414508385,-0.04102395790670624,-0.015531176559661112,0.002044617860832298
37,-0.05,-0.025,0,-0.11740150925916973,-0.03459849074083018,-0.020322546090797755,0.036298544251480894,-0.011056320592339068,0.007596337086286099
37,-0.05,-0.05,0,-0.0714811096117963,0.011481109611796249,-0.05140097694019989,-0.009057267553728685,-0.004559525263393683,0.004601970757771874
37,-0.05,-0.075,0,-0.05824082798468436,0.02624082798468433,-0.07336890880054364,-0.006670420067167691,-0.009640891103145687,0.011488551200444496
37,-0.05,-0.1,0,-0.053196512783533566,0.031196512783533546,-0.09296172329814587,-0.025256866745458004,-0.01829714666233899,0.008652971628471581
37,-0.075,-0.025,0,-0.09899441666353068,-0.01500558333646932,-0.04192481230248722,0.019541822561276925,-0.012168440683300155,0.0036241869151704097
37,-0.075,-0.05,0,-0.0809359018097188,0.0029359018097187203,-0.07433643148022745,0.009437739891093012,-0.020179959486872987,0.013858336248667143
37,-0.075,-0.075,0,-0.1254071187114303,-0.04259288128856963,-0.07607383179048778,-0.005409740045923081,-0.019657338981591322,0.002605298396758448
37,-0.075,-0.1,0,-0.11278604523920606,-0.029213954760793956,-0.08276729250768497,-0.082722049364429,-0.005232257879543374,0.004072744639192382
37,-0.1,-0.025,0,-0.134315034661297,-0.051684965338702954,-0.03192482775513661,0.018384717838996263,-0.005244351726201085,0.011348960077861488
37,-0.1,-0.05,0,-0.13277700241755133,-0.049222997582448615,-0.07995697826869991,-0.02135580175953073,-0.015634244685182097,0.0014993705161636785
37,-0.1,-0.075,0,-0.09829692625237954,-0.015703073747620443,-0.09011070852876821,-0.01757289152169409,-0.00452753725234998,0.00792424768641984
37,-0.1,-0.1,0,-0.15341890553128765,-0.07058109446871233,-0.11353221623353163,-0.0752882924393227,-0.004474523105000893,0.0034508049332174187
38,-0.025,-0.025,0,-0.0673411649513963,0.017341164951396364,-0.05621854141828381,0.014462907546937371,-0.01629024258586225,0.00562862651880483
38,-0.025,-0.05,0,-0.06555359390922305,0.01955359390922313,-0.06114417124130013,-0.02110235033576881,-0.005761108230241439,0.006370001167078177
38,-0.025,-0.075,0,-0.07342470935825389,0.011424709358253946,-0.09718585326470039,-0.03304137939367215,-0.007115253572176566,0.01770498652685683
38,-0.025,-0.1,0,-0.07284153589270809,0.012841535892708145,-0.09198493632355376,-0.06846364796876495,0.0019591915626382597,0.006548903573972236
38,-0.05,-0.025,0,-0.09196268460393618,-0.008037315396063796,-0.049837159913187656,0.0062931329349064195,-0.013764000144124593,0.0012976220930277088
38,-0.05,-0.05,0,-0.09722335922513548,-0.012776640774864505,-0.07832007286113787,-0.0030272934628594733,-0.00878908559497502,0.011250190483635156
38,-0.05,-0.075,0,-0.10602340869056559,-0.02197659130943442,-0.07645332485494187,-0.03521393863627202,-0.006611369297452525,0.009382889133050945
38,-0.05,-0.1,0,-0.08248461825388978,0.00248461825388982,-0.12134227569778368,-0.0672514529439515,-0.0033764652837591433,0.005934288945714895
38,-0.075,-0.025,0,-0.1137317110398557,-0.030268288960144316,-0.05332751786954974,0.014105227298509836,-0.006179018059272146,0.019843065756112943
38,-0.075,-0.05,0,-0.08515917898428718,-0.0028408210157127856,-0.05145284130722014,0.0015131876837690753,-0.01426563359889072,0.005487441871844611
38,-0.075,-0.075,0,-0.08468967368295138,-0.0013103263170486934,-0.09369039447964625,-0.021404689740343534,-0.005800016549152978,0.013495865986675612
38,-0.075,-0.1,0,-0.07670124643785134,0.004701246437851393,-0.09827608571712435,-0.03683330389129447,-0.018237964935064736,0.008186946116787887
38,-0.1,-0.025,0,-0.10056322148154355,-0.019436778518456446,-0.03315839958551971,0.024657247141947138,-0.013737275700088715,0.005392267727595204
38,-0.1,-0.05,0,-0.10547740853382602,-0.022522591466173983,-0.06703963865419652,-0.01708545901126401,-0.002824781061365511,0.008409546157379034
38,-0.1,-0.075,0,-0.14542470262504448,-0.06257529737495547,-0.08418948003239565,-0.012676392384470936,-0.011779936766882385,0.010527648141198217
38,-0.1,-0.1,0,-0.12848409869699418,-0.04551590130300575,-0.10124056861668472,-0.04006761987654238,-0.009037288153218996,0.01029786493954477
39,-0.025,-0.025,0,-0.06402443421310766,0.02202443421310763,-0.03906370762443623,-6.235534088475624e-4,-0.008303269135827745,0.009406142256986978
39,-0.025,-0.05,0,-0.07440815311767503,0.010408153117675081,-0.04911257591943814,0.00933383263939445,-0.004577354619468069,0.015159574862374865
39,-0.025,-0.075,0,-0.026883380191971763,0.05888338019197179,-0.09507112512203336,-0.03378554466964296,-0.009572580741723905,0.006523597061446615
39,-0.025,-0.1,0,-0.05731443771625914,0.029314437716259113,-0.1479984217698413,-0.09739024741127932,0.0018293509039800527,0.009604757585176194
39,-0.05,-0.025,0,-0.10234836569510056,-0.017651634304899445,-0.05355409386569976,0.006394817006095947,-0.005918807497268961,0.007505327329595039
39,-0.05,-0.05,0,-0.075627669484623,0.009627669484623055,-0.048563680129394,0.0041378270458530195,0.001525544010749248,0.014125898772388693
39,-0.05,-0.075,0,-0.10820793398042317,-0.023792066019576848,-0.09977581188245792,-0.03711045048996382,-8.295966804845213e-5,0.017073425797946566
39,-0.05,-0.1,0,-0.1034206288827148,-0.018579371117285186,-0.09333803166169827,-0.026212487365065727,-0.004143258879631746,0.011809398490538182
39,-0.075,-0.025,0,-0.11808039626679345,-0.03391960373320657,-0.031015062298149446,0.01750794039998721,-0.007945005401417439,0.005765051025980884
39,-0.075,-0.05,0,-0.09882821859153182,-0.015171781408468178,-0.05282929459478858,0.007475340590242248,-0.014244615847703562,0.007284076890983825
39,-0.075,-0.075,0,-0.12408993325665302,-0.03991006674334702,-0.07206902386903127,-0.019299125206554867,-0.004024095954853125,0.009615429014066895
39,-0.075,-0.1,0,-0.09192956706384933,-0.008070432936150645,-0.11791354039783361,-0.06185741617556331,-0.004357331452670551,0.007189210439714827
39,-0.1,-0.025,0,-0.14915152579019508,-0.06684847420980489,-0.07321909586416933,-0.010386940199672678,-0.006181387221831959,0.010315439306022446
39,-0.1,-0.05,0,-0.14204484679875237,-0.0579551532012477,-0.07731786012758586,-0.05125422717276233,-0.003669139491252919,0.011098809909395895
39,-0.1,-0.075,0,-0.12257830784352036,-0.03942169215647957,-0.08918994384784214,-0.03745053281377843,-0.005137665667668155,5.722460617185905e-5
39,-0.1,-0.1,0,-0.13571350489861456,-0.05228649510138538,-0.08631443588571915,-0.026269990899355698,-0.014584963784589788,7.899120546293308e-4
40,-0.025,-0.025,0,-0.08161770190214429,0.0036177019021443255,-0.04375598070802612,0.023775568338793858,-0.020202519203698508,2.19580057576909e-4
40,-0.025,-0.05,0,-0.052489618330657115,0.03248961833065721,-0.07738360114754,-0.03954353573576883,-0.0018413464306650555,0.003784629288264677
40,-0.025,-0.075,0,-0.036861362090492476,0.04886136209049249,-0.11079641995433528,-0.01677670319160987,-0.011499295114956717,0.028161046701071772
40,-0.025,-0.1,0,-0.05257813104753997,0.032578131047540065,-0.09540323163780634,-0.052012129209381,-0.011619250093126306,0.007322636648834475
40,-0.05,-0.025,0,-0.09706463668187268,-0.012935363318127314,-0.07115346735826322,-0.0026196908848520536,-0.0066727170266163765,0.015814040724616188
40,-0.05,-0.05,0,-0.08355618231342454,0.001556182313424588,-0.06261623032465886,-0.015469968940302462,-0.005945286416276529,0.007379743679531527
40,-0.05,-0.075,0,-0.0948722282095566,-0.011127771790443393,-0.06423692407949633,-0.01733532606348197,-0.007813507593325969,0.005516391970130927
40,-0.05,-0.1,0,-0.08286508457195862,8.65084571958559e-4,-0.10818698266476323,-0.053478409678160595,-0.013599491095486051,0.002609595532373398
40,-0.075,-0.025,0,-0.12040849718642627,-0.037591502813573645,-0.06245981423000127,0.015582961600759084,-0.013253340457473698,0.009496344034364427
40,-0.075,-0.05,0,-0.07943182906011534,0.0034318290601152712,-0.0639125108506476,-0.03424779914166258,-0.0103286931603833,-0.0010620084012635698
40,-0.075,-0.075,0,-0.13483480424335104,-0.051165195756648914,-0.07888577621216808,-0.038207657474137714,-0.0026751471704257184,0.0033285696227260586
40,-0.075,-0.1,0,-0.12221791652463668,-0.039782083475363245,-0.1101810958961294,-0.07594529700544944,-0.003297550215705742,0.004825525144580951
40,-0.1,-0.025,0,-0.14730764931901102,-0.06469235068098893,-0.03592201323500153,0.01817778491853897,-0.011924702393530636,0.008069866051391284
40,-0.1,-0.05,0,-0.12736298265458112,-0.04463701734541881,-0.07485688197511514,-0.008216175509340735,-0.018753050999377935,0.00762168879744943
40,-0.1,-0.075,0,-0.12510185138209076,-0.04089814861790927,-0.08360418237309605,-0.03999413224956554,-0.008293272820861742,0.008863516492564982
40,-0.1,-0.1,0,-0.14681184393884086,-0.0631881560611591,-0.10251353026814425,-0.03597778362169946,-0.01349357209020627,0.011404445214050861
41,-0.025,-0.025,0,-0.04199549294267557,0.04199549294267557,-0.02864319669072432,0.03398312296414696,-0.009782069825732886,0.012341131108550413
41,-0.025,-0.05,0,-0.047680789667213015,0.03768078966721312,-0.059698879517469106,-0.011683869150045795,-0.011620243400466546,0.0032723688990705328
41,-0.025,-0.075,0,-0.05144510570980507,0.03344510570980505,-0.07888249613122655,-0.029315724516637963,-0.0064071302195193225,0.00622769792615525
41,-0.025,-0.1,0,-0.0609618173320256,0.02496181733202557,-0.10419575118895996,-0.03802106382116104,-0.012460035249232252,0.017896746918259668
41,-0.05,-0.025,0,-0.13600879814675282,-0.051991201853247244,-0.01934456336774888,0.039869730250150726,-0.014297832406047057,0.00736577657719387
41,-0.05,-0.05,0,-0.0963642493534265,-0.011635750646573483,-0.0527418449412375,-0.01620867857593128,-0.008644685777475772,0.007734720387060356
41,-0.05,-0.075,0,-0.09069889591582717,-0.0053011040841728085,-0.08318045477455063,-0.03290420417816321,-0.009590602316815678,0.01119071474775854
41,-0.05,-0.1,0,-0.09699966391290396,-0.013000336087096033,-0.09079766318451768,-0.04773120108088808,0.002629164401175021,0.011786388198985597
41,-0.075,-0.025,0,-0.11663525789094516,-0.033364742109054754,-0.011008357033427138,0.036872651060409926,-0.011115930612599752,0.006451692656137348
41,-0.075,-0.05,0,-0.10642028360431129,-0.02357971639568872,-0.04982718007058605,-0.013071622339935644,-0.008522839059519846,0.005697122746005264
41,-0.075,-0.075,0,-0.1110562166209513,-0.026943783379048708,-0.08137916424499556,-0.03635802046847121,-0.008143816640458365,0.014013068076271732
41,-0.075,-0.1,0,-0.1331319351175702,-0.048868064882429854,-0.08623448623799197,-0.028625966032097692,-0.011329456984531184,0.0060853506314114784
41,-0.1,-0.025,0,-0.14727151310589515,-0.06472848689410482,-0.02157371619885567,0.024571880832771325,0.0022386198910483626,0.009303920380239424
41,-0.1,-0.05,0,-0.0866855194884967,-0.003314480511503369,-0.078755680876026607,-0.0035178678697337373,-0.017230683260964955,0.013610961123604265
41,-0.1,-0.075,0,-0.16101159786267322,-0.07898840213732677,-0.08157696820199749,-0.04708478375334314,-0.008258241229069156,0.0022025491828166514
41,-0.1,-0.1,0,-0.14542470262504448,-0.06257529737495547,-0.10336862800232104,-0.05054100561949902,-0.01669829385414398,-1.8486515089135777e-4
42,-0.025,-0.025,0,-0.06638820263461462,0.018388202634614687,-0.01568997064504708,0.020290639180286462,-0.004296991117704716,0.007531626463531584
42,-0.025,-0.05,0,-0.06921403952587543,0.015214039525875488,-0.0554876392491129,-0.008653280609156114,-0.01078885423102458,0.004733883553699926
42,-0.025,-0.075,0,-0.07640509157500626,0.00840509157500631,-0.08820706476216694,-0.03641762453117879,-0.0069588110936214115,0.013275229145215683
42,-0.025,-0.1,0,-0.05080599044076775,0.03480599044076774,-0.09266936489103594,-0.03066161904664618,-0.011148823788111668,0.008616636145278862
42,-0.05,-0.025,0,-0.07683565965933525,0.008835659659335297,-0.017081892054346612,0.022982264799732394,-9.227111989269458e-4,0.015953014817544693
42,-0.05,-0.05,0,-0.08080176339010184,0.004801763390101882,-0.05531768534538645,0.0018451345714513047,-0.011733161056593168,0.011687204028441601
42,-0.05,-0.075,0,-0.08411021537482355,1.1021537482357874e-4,-0.049470346750009615,-0.019261296474720753,-0.004561591968183919,8.429837980016889e-4
42,-0.05,-0.1,0,-0.06986926751127762,0.013869267511277573,-0.11174414355782433,-0.034216102422267365,-0.007545403200754024,0.014214203253239112
42,-0.075,-0.025,0,-0.09767669041661788,-0.014323309583382113,-0.06659070299172806,-0.0017039427586273553,6.290413688988909e-4,0.017013018652694663
42,-0.075,-0.05,0,-0.08908371576443694,-0.004916284235563027,-0.08386311979678247,-0.03665700436665856,-0.015119178766384678,-0.0035219797963867627
42,-0.075,-0.075,0,-0.10085643533949482,-0.01714356466050518,-0.0814142145573968,-0.023292126715777198,-0.005822214696252392,0.002247019430686857
42,-0.075,-0.1,0,-0.08440393377901018,-0.0015960662209898932,-0.11457965296990241,-0.05524024726265266,-0.008021195747504805,0.012683002694354724
42,-0.1,-0.025,0,-0.14190339383710227,-0.060096606162897685,-0.054572570487104795,0.012819794363216806,-0.011389645348483326,0.0033368699423128693
42,-0.1,-0.05,0,-0.1567270423651295,-0.07327295763487049,-0.05464526399330516,-6.609894232590223e-4,-0.001743177732378507,0.01753155752786548
42,-0.1,-0.075,0,-0.12439309362016626,-0.04160690637983367,-0.079703905940356215,-0.029659426417687356,-0.006364876337147188,-0.002265105754191632
42,-0.1,-0.1,0,-0.14394007751348276,-0.06005992248651721,-0.10224587199629867,-0.04254499044568852,-0.012040399961472437,0.008091455986079861
43,-0.025,-0.025,0,-0.04938518602713511,0.0353851860271351,-0.05998158698310058,0.01735457479255427,-0.0028130553419261784,0.013574587575543461
43,-0.025,-0.05,0,-0.08233387001604991,0.002333870016049955,-0.08377133016580567,-0.0225496922458161,-0.009757631506307773,0.016203884485786198
43,-0.025,-0.075,0,-0.06591734792769441,0.019917347927694472,-0.05422651486149807,-0.006884138010557202,-0.007855030494435257,0.009941444921687746
43,-0.025,-0.1,0,-0.053818439378747425,0.031818439378747405,-0.12860017347932412,-0.05523763091074592,-0.016579842194775686,0.009730851602960154
43,-0.05,-0.025,0,-0.07805645053484994,0.006056450534849989,-0.05214608173199682,0.0020005511521976396,-0.0038143139373572306,0.01450555990022875
43,-0.05,-0.05,0,-0.05624222516580483,0.028242225165804803,-0.05444650170731016,-3.1994914248708456e-5,-0.00256254458046061,0.012368923938265726
43,-0.05,-0.075,0,-0.08479320271804251,-0.001206797281957564,-0.0676697799105163,-0.033761224265119655,-0.004566486640337269,0.006517220216728032
43,-0.05,-0.1,0,-0.0666484906525866,0.016648490652586556,-0.08895326384194985,-0.03332933229930524,-0.006414185224128466,0.007344134771276119
43,-0.075,-0.025,0,-0.1537265235904567,-0.07027347640954329,-0.04604531655181443,0.024882804568765265,-0.02004546702327332,-0.003759804537050951
43,-0.075,-0.05,0,-0.12554909231229644,-0.0424509076877035,-0.029367641372687013,0.028728104456285562,-0.005049219358798781,0.013326803169365757
43,-0.075,-0.075,0,-0.1106208860117813,-0.027379113988218608,-0.06507603963657402,-0.03291767840938706,-0.007423259913547474,0.005236973837426409
43,-0.075,-0.1,0,-0.13208927882809227,-0.04791072117190779,-0.08793707447193509,-0.03850488082489341,-0.007759370010392523,0.007497838518476233
43,-0.1,-0.025,0,-0.1354520351525082,-0.054547964847491845,-0.018764577423461704,0.024545636442086596,-0.008801731375193066,0.005819122392336919
43,-0.1,-0.05,0,-0.11326931909944014,-0.030730680900559873,-0.06724271764070203,-0.029106801991518612,-0.00925029283950244,0.007280921635642502
43,-0.1,-0.075,0,-0.12112817453331517,-0.03887182546668485,-0.1162211637261018,-0.04514952453477127,-0.0018698233785093502,0.018085297417802938
43,-0.1,-0.1,0,-0.09498153586722902,-0.013018464132770961,-0.08728261655705694,-0.03333669581356868,-0.006625307420093221,0.002298594359167161
44,-0.025,-0.025,0,-0.04944584720618034,0.035445847206180325,-0.04961057672751869,0.006934341431547173,-0.011479130469877079,0.008212306458894095
44,-0.025,-0.05,0,-0.0564574776946456,0.028457477694645683,-0.07995941965839687,-0.015527138597859265,-0.004084641632567958,0.013287261865254694
44,-0.025,-0.075,0,-0.07009457864951735,0.016094578649517292,-0.06882345869775942,-0.031182761248228306,-0.002903503750608427,0.007615641301584796
44,-0.025,-0.1,0,-0.0559255950450213,0.029925595045021278,-0.09031484658110436,-0.06920418195960859,-0.0018891318722285078,0.010992464510105354
44,-0.05,-0.025,0,-0.13212058623150424,-0.04787941376849582,-0.04024608039952452,0.024462149288886646,-0.00738723003214295,0.005948023094634309
44,-0.05,-0.05,0,-0.0666484906525866,0.016648490652586556,-0.0659051685429341,-0.016637816611195545,-0.006542936420210383,0.008055715440336472
44,-0.05,-0.075,0,-0.0564574776946456,0.028457477694645683,-0.09511926253925482,-0.04638153501403131,4.95454577924867e-4,0.00989513165744356
44,-0.05,-0.1,0,-0.08128946860072125,0.003289468600721303,-0.10751715136014289,-0.03955834808935204,-0.017656021940743196,0.005279877923655431
44,-0.075,-0.025,0,-0.13833313494006438,-0.05566686505993557,-0.06642593651218523,-0.017351347916918995,-0.010724408658223128,0.006185275514392062
44,-0.075,-0.05,0,-0.09696685757776148,-0.013033142422238506,-0.07261407132606693,-0.00824513906575388,-0.012276018629403886,0.009133504121270584
44,-0.075,-0.075,0,-0.1363782550026058,-0.05362174499739415,-0.07729082976865825,-0.038114724958297236,-0.010199330267428017,0.003563125953189233
44,-0.075,-0.1,0,-0.12379692222756687,-0.04020307777243305,-0.09644802762922214,-0.046779130734522806,-0.009922026788462657,4.2597064085977444e-4
44,-0.1,-0.025,0,-0.10677134963552845,-0.023228650364471547,-0.04102809486935316,0.021424880616487445,-0.016575270448671797,-0.0055631149376587676
44,-0.1,-0.05,0,-0.1388984356768578,-0.057101564323142145,-0.08212597351067641,-0.001625557539764573,-0.01446354877735306,0.01273460901529383
44,-0.1,-0.075,0,-0.1258225258508167,-0.04217747414918323,-0.09291511221628021,-0.02606444473229986,-0.006167347376952303,0.013916017153829379
44,-0.1,-0.1,0,-0.12018829562340028,-0.03781170437659965,-0.08223385901590848,-0.014434591400307992,-0.011163411921017857,0.014899687031315108
45,-0.025,-0.025,0,-0.07678089755160201,0.008780897551602065,-0.034724849942127094,0.04052382739493369,-0.013584198049944004,0.017698737198956316
45,-0.025,-0.05,0,-0.07363062238407611,0.01163062238407616,-0.05392574508870106,0.0048863242323306695,-0.006930280289713863,0.011600848796862977
45,-0.025,-0.075,0,-0.04803393979115588,0.03803393979115587,-0.0742850434925755,-8.449543254338068e-4,-0.01855692241270036,0.0020528821988723585
45,-0.025,-0.1,0,-0.06251238883710958,0.02251238883710966,-0.08953596163083173,-0.031033490841431473,-0.008170366965640635,0.00929302000021576
45,-0.05,-0.025,0,-0.09716050363290356,-0.012839496367096428,-0.04286604183958385,0.006500835038732708,-0.011499899200086858,0.006889646038568959
45,-0.05,-0.05,0,-0.08042855762029286,0.0044285576202929,-0.052505599395448035,0.01071453515490441,-0.011131641692486581,0.012783285445510087
45,-0.05,-0.075,0,-0.07219422816416915,0.0121942281641692,-0.07535293364165756,-0.019878219617291342,0.0014026784289826039,0.007705490843438131
45,-0.05,-0.1,0,-0.14605710548667636,-0.061942894513323604,-0.1111020053211807,-0.056369265568408246,-0.002543801647492988,0.01879285194980985
45,-0.075,-0.025,0,-0.10108614677566785,-0.016913853224332143,-0.05237655197470131,0.017294291567966646,-0.01038703660301431,0.014282493373188784
45,-0.075,-0.05,0,-0.07805645053484994,0.006056450534849989,-0.10104688057890789,-0.05088845606288693,-0.0022877571750380696,0.010867003471109572
45,-0.075,-0.075,0,-0.10481127917846308,-0.021188720821536916,-0.06579329869261968,-0.02560853831743449,-0.002962152469877242,0.013998694566488978
45,-0.075,-0.1,0,-0.10771699582584951,-0.024283004174150503,-0.10163114514433633,-0.029371651919005877,-0.004195486377192061,0.01783025335767355
45,-0.1,-0.025,0,-0.12858928782191067,-0.04541071217808925,-0.04863959788606327,0.006596408720328302,-0.008092953729360669,0.012586597385905646
45,-0.1,-0.05,0,-0.15259078734513654,-0.07140921265486345,-0.06293471374573378,-0.023195421834499276,-0.0035370185544849058,0.004102348270898008
45,-0.1,-0.075,0,-0.16565540451459052,-0.08434459548540943,-0.08791136242963989,-0.03973612528765462,-0.004062421858277715,0.009549265483632042
45,-0.1,-0.1,0,-0.11582628973524606,-0.03217371026475397,-0.07684991756601792,-0.03986147366607241,-0.005682046893200714,0.004127031731337903
46,-0.025,-0.025,0,-0.0643597913984785,0.020359791398478565,-0.02724237380245885,0.007233931251658103,-0.0030983470557542944,0.0031686679006797725
46,-0.025,-0.05,0,-0.09804587629503242,-0.013954123704967576,-0.04548533660591052,0.0043818217650368856,-0.013063372520445446,0.006766759365491778
46,-0.025,-0.075,0,-0.07278678148585402,0.01278678148585407,-0.11555200887776512,-0.05133581878454132,-0.002154756843372613,0.015363901812059575
46,-0.025,-0.1,0,-0.053899932015929644,0.031899932015929625,-0.10741573452916228,-0.05376073158320013,-0.007528904769762845,0.005600447936790005
46,-0.05,-0.025,0,-0.05967470641430027,0.02567470641430035,-0.014647665889795743,0.015711761337880194,-0.008539864851555428,0.0030089508061423077
46,-0.05,-0.05,0,-0.05808077030810575,0.026080770308105725,-0.04889928885974061,-0.0017453575649661324,-0.00908116414664265,0.003638821585341258
46,-0.05,-0.075,0,-0.09651303659559093,-0.011486963404409044,-0.08757672675877365,-0.020205792049848383,-0.014728718207753544,0.01576406078897976
46,-0.05,-0.1,0,-0.0889859821767813,-0.0050140178232186625,-0.07021563893756128,-0.051950252552721496,-0.0015581069668417426,0.0031483334666160723
46,-0.075,-0.025,0,-0.1215294772159643,-0.038470522784035614,-0.03075189842729585,0.024364261680272593,-0.014567522292633143,0.003505179707000949
46,-0.075,-0.05,0,-0.11879885247226682,-0.0352011475277332,-0.06444821028806343,-0.033373624335995916,-0.0057921793437935715,0.00237664904769923
46,-0.075,-0.075,0,-0.0974642147589954,-0.014535785241004698,-0.09531227940269553,-0.027164236123695173,-6.190145261275428e-4,0.011565015969374395
46,-0.075,-0.1,0,-0.11599108993436126,-0.03200891006563876,-0.10530630800887959,-0.042890705003213334,-0.011232088222098011,0.003686433993391163
46,-0.1,-0.025,0,-0.11453720120071367,-0.031462798799286235,-0.027838638858003594,0.04041313410343572,-0.0011851189053493517,0.017197800921172145
46,-0.1,-0.05,0,-0.1450975293220288,-0.06290247067797117,-0.04248813153090855,-0.003274775404445096,-0.011814034235352757,-0.005350411779450887
46,-0.1,-0.075,0,-0.12652753414146636,-0.043472465858533565,-0.09515712823437983,-0.05133818139597571,-0.008880849866967848,0.0024570886779983784
46,-0.1,-0.1,0,-0.10807898717741445,-0.025921012822585562,-0.08728877172892274,-0.03788672218946738,-0.014453181528442997,0.0029156193195397874
47,-0.025,-0.025,0,-0.05294048156609363,0.03294048156609361,-0.033829041984217795,0.022066500134150274,-6.092941424717174e-4,0.014537585242256835
47,-0.025,-0.05,0,-0.08306370120480847,0.0010637012048084968,-0.07807370026196983,-0.020163754001780488,6.515837909675977e-4,0.014270358456213715
47,-0.025,-0.075,0,-0.03785337946641595,0.045853379466415954,-0.08433705656452907,-0.041466089589033236,0.0020479675297405153,0.008561531851580617
47,-0.025,-0.1,0,-0.0554128377675053,0.02941283776750528,-0.103675547581462,-0.05751335947157635,-0.007555251574438219,0.01168862576539341
47,-0.05,-0.025,0,-0.0990270136973478,-0.014972986302652189,-0.05653599846965009,0.022531912621286065,-0.014673837813105512,0.005461239096234034
47,-0.05,-0.05,0,-0.05138444344387693,0.033384443443876914,-0.07570508254707894,-0.015858130300445337,-8.641036273397806e-4,0.011871284693981712
47,-0.05,-0.075,0,-0.044119091494588154,0.04011909149458815,-0.07249705342567525,-0.024809561053853554,-0.005167670762992778,0.009579698559720004
47,-0.05,-0.1,0,-0.06334543909248105,0.021345439092481135,-0.11418871910859969,-0.054876549278967804,-0.013936944421844816,0.006288282243527781
47,-0.075,-0.025,0,-0.12642104390035078,-0.04357895609964916,-0.0584677934501961,-0.03785375475947773,-0.0041678764273170455,0.009549808557587998
47,-0.075,-0.05,0,-0.17472025060999594,-0.09127974939000408,-0.06480597950805952,-5.865277138648525e-4,-4.6707410344011026e-4,0.01630466988376613
47,-0.075,-0.075,0,-0.11072458991754708,-0.027275410082452926,-0.07417837982523462,-0.003856737189375542,-0.014054478534863787,0.00793384915326089
47,-0.075,-0.1,0,-0.08146449956214738,0.001464499562147302,-0.11191086739708828,-0.05794976441575176,-0.0033072397437462903,0.016670325077927813
47,-0.1,-0.025,0,-0.1398743100077129,-0.058125689992287066,-0.06310242567796044,-0.023160861005928374,-0.011633307856074106,0.0038154772641871976
47,-0.1,-0.05,0,-0.13521911045825308,-0.05278088954174687,-0.046603284552098,0.003962666500947048,-0.0082880509930868,0.013539220215245252
47,-0.1,-0.075,0,-0.13540065351154615,-0.05259934648845379,-0.08085746426443878,-0.03256650905690653,0.0048313832790015335,0.011364631365327815
47,-0.1,-0.1,0,-0.1256532628416749,-0.04234673715832502,-0.11921216440324917,-0.04775084199921751,-0.018020871063439827,0.01052127781740358
48,-0.025,-0.025,0,-0.09058524457141975,-0.005414755428580213,-0.04794791599238617,0.03150915734076337,-0.012416042074157129,0.017729750733506074
48,-0.025,-0.05,0,-0.025646121671162814,0.05964612167116273,-0.06293352434330839,-0.01103527745913245,-0.017149798095592056,-6.406745482096087e-4
